date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-06-05,13.7,10.1,16.4,5.7,,252,17.7,46.8,1009.9,
2024-06-06,12,7,16.6,0,,240,12.5,47.9,1016,
2024-06-07,12.2,6.9,16.5,0,,216,10.7,33.8,1017.1,
2024-06-08,12.2,8.4,17,0.3,,223,17.1,46.1,1011.1,
2024-06-09,11.5,6.3,15.9,0,,246,17.9,43.6,1008.8,
2024-06-10,10.7,9.4,12.3,26.7,,168,15.3,57.6,1004.8,
2024-06-11,11.5,8.6,15.1,4.6,,276,19.7,59.8,1010.9,
2024-06-12,11.3,7.9,14.1,0.5,,268,16.1,44.6,1016.9,
2024-06-13,12.3,8,17.7,0.5,,202,10.4,25.9,1016,
2024-06-14,14.7,11.7,17.4,0,,165,13.1,36.4,1007.3,
2024-06-15,14.5,12.9,17.4,0.2,,193,19.2,54.4,1001.7,
2024-06-16,14.2,11.9,18.1,0,,189,18.2,44.6,1005.4,
2024-06-17,15.9,11,20.5,0,,198,12.9,38.2,1010.2,
2024-06-18,15,8.7,21.1,3.2,,108,5.4,18,1014.1,
2024-06-19,14.3,9.5,18.1,0,,350,13.7,33.5,1018.5,
2024-06-20,14.4,6.4,20.1,0,,64,7.6,35.3,1021.4,
2024-06-21,15.3,12.1,17.8,0,,12,11.1,24.5,1012.6,
2024-06-22,16.6,13,21,0,,250,14.7,37.1,1011.1,
2024-06-23,16.9,11,22.4,0,,288,9,25.2,1018.3,
2024-06-24,17.5,11,22.8,0,,347,8.7,30.6,1020.8,
2024-06-25,20.1,11.9,27,0,,60,10.5,31.3,1017.5,
2024-06-26,22.3,15.5,28.2,0,,65,11.6,32,1012.7,
2024-06-27,23.8,17.3,30.2,0,,240,9.5,34.6,1007.6,
2024-06-28,18.8,13.8,21.2,0,,252,17.9,47.2,1012.5,
2024-06-29,17.7,10.3,23.9,0,,116,9,36,1014.9,
2024-06-30,18.1,15.8,21,3.6,,335,14.9,38.5,1007.8,
2024-07-01,15.8,13.7,18.5,0.5,,285,15.6,39.2,1012.8,
2024-07-02,14.2,12.3,16.5,2.4,,275,17,31.7,1012.4,
2024-07-03,13.4,12,15.4,2.7,,236,14.4,38.2,1008.8,
2024-07-04,15.2,11.1,18.1,6.3,,237,23.4,43.9,1004.3,
2024-07-05,14.7,10.4,17.8,0.5,,210,20.6,43.2,1007.1,
2024-07-06,17.5,13.2,21.8,2.8,,199,25.4,85,1000.5,
2024-07-07,14.5,10.4,19.8,3.5,,204,18.8,42.1,1010.2,
2024-07-08,16.4,11.6,21.5,0.2,,208,13.5,37.4,1016.2,
2024-07-09,21.1,14.6,27.4,0,,96,11.9,30.2,1015.2,
2024-07-10,19.6,15.9,24.4,0,,214,13.8,42.8,1013,
2024-07-11,17.4,12.8,22.4,0,,231,12.8,41.4,1016.1,
2024-07-12,14.8,13,17.8,49.7,,343,16.9,59.4,1012.4,
2024-07-13,15,12.7,18.1,0.9,,228,21.7,46.4,1008.8,
2024-07-14,16,11.8,20.1,0,,209,18.5,42.5,1011,
2024-07-15,17.9,11.1,24.8,0,,199,12.7,36.7,1011.4,
2024-07-16,18.5,16,22.1,0.7,,202,17.3,47.9,1008.2,
2024-07-17,17.5,14,21.4,0,,271,17,42.8,1017.2,
2024-07-18,19,12.2,25,0,,353,7.1,19.1,1022.7,
2024-07-19,21.5,14.1,27.9,0,,99,8.9,28.4,1019.8,
2024-07-20,23.9,16.1,30.7,0,,115,11.6,33.1,1010.8,
2024-07-21,21.6,17.4,26.8,0.9,,324,10.8,43.2,1007.1,
2024-07-22,19.2,15.9,22.6,0,,266,14.1,33.5,1014.4,
2024-07-23,19,16.5,21.4,8.8,,227,12.7,32,1014.9,
2024-07-24,17,12.5,20,0,,307,14,30.2,1019.2,
2024-07-25,16.7,9.4,22.6,0.3,,174,12.3,34.2,1014.5,
2024-07-26,19.1,16.8,23.2,4.3,,228,13.5,35.3,1009.3,
2024-07-27,18.4,10.8,24.3,1.2,,109,7.5,28.1,1013.7,
2024-07-28,18,13.3,22.2,0.6,,321,13.5,36.7,1022.6,
2024-07-29,17.8,9.1,24.9,0,,151,6,22.3,1024.5,
2024-07-30,20.6,12.3,28,0,,49,10.6,33.1,1017.8,
2024-07-31,19.7,12.5,25.6,0,,12,12.3,34.2,1016.1,
2024-08-01,17.1,11.7,22.4,0,,42,14.9,36,1013.8,
2024-08-02,19.1,14,24.2,0,,34,9.3,26.6,1012.5,
2024-08-03,19.5,14.2,25.1,0,,191,11.5,26.6,1010.5,
2024-08-04,18.5,14.4,20.5,0,,284,16.4,34.6,1012.6,
2024-08-05,19.5,14.6,24.4,0,,178,9.3,23.8,1014.3,
2024-08-06,21.4,14.3,28.1,0,,159,7.1,25.9,1011,
2024-08-07,19.6,13.7,22.6,9,,270,10.7,28.1,1010.5,
2024-08-08,18.7,12.8,24.3,0,,220,12.5,26.3,1014.4,
2024-08-09,19.5,14.7,24.2,2.5,,225,23.6,51.8,1011.9,
2024-08-10,19.1,14.2,24.4,0,,228,17.1,44.3,1017.8,
2024-08-11,19.2,13.6,24.8,0,,264,11.3,31.7,1021.4,
2024-08-12,20.8,12.8,28.8,0,,96,14.5,37.4,1015.1,
2024-08-13,25.5,18.9,34.2,0,,138,15.8,53.6,1008.9,
2024-08-14,21.6,17.4,27.2,6.8,,330,7.5,40.3,1010.8,
2024-08-15,21.4,17.9,25.7,0,,227,13.7,40.3,1014.4,
2024-08-16,19.5,16.5,22.1,1.4,,248,15,31,1013.4,
2024-08-17,17.9,13.7,22.6,0,,6,7.1,23,1013.2,
2024-08-18,17.7,13.3,22.3,0,,10,8.7,36,1011.9,
2024-08-19,17.4,11.2,22.6,0,,209,9.3,25.9,1017,
2024-08-20,19,13.7,25,8.1,,191,17.9,40,1011.1,
2024-08-21,16.2,12.7,18.9,5.5,,241,21.9,45.7,1012.5,
2024-08-22,17.3,12.7,22.7,0,,200,23.3,48.2,1009.6,
2024-08-23,19.2,13.6,23,0.5,,216,25.2,63,1004.8,
2024-08-24,18.9,13.2,28,10.6,,178,18.6,79.6,1006.2,
2024-08-25,16.5,13.9,19.4,0,,226,20.9,42.8,1015.2,
2024-08-26,16.3,12.1,20.9,0,,198,17.3,40.7,1020.4,
2024-08-27,18.1,11.9,24.2,,,160,11.3,,,
2024-08-28,21.1,11.5,28.5,,,107,10.8,,,
2024-08-29,21.2,15.8,28,,,226,13.7,,,
2024-08-30,17.3,13.5,22.3,,,327,10.8,,,
2024-08-31,16.1,10.1,21.8,,,54,17.7,,,
2024-09-01,19.5,13.6,26.3,,,81,20.9,,,
2024-09-02,21.3,15.4,28,,,117,14.7,,,
2024-09-03,21.3,17.4,26.7,,,196,9.3,,,
2024-09-04,18.8,17,21.4,,,322,8.7,,,
2024-09-05,22.3,16.7,28.4,0,,41,19.5,40.7,1013.3,
2024-09-06,21.9,18,26.7,0,,78,21.8,41.4,1012.6,
2024-09-07,20.7,16,25.6,0,,117,9,21.2,1012.2,
2024-09-08,20.1,15.4,25,0,,191,12.3,31.7,1007.7,
2024-09-09,17.2,12.6,22.3,0,,254,12.8,36.4,1003.6,
2024-09-10,14.3,11.4,17.4,4.6,,220,24.9,51.5,1005.8,
2024-09-11,11.2,8,14.5,7,,237,19.2,54.7,1002.6,
2024-09-12,9.9,5.5,15.1,0,,231,12.2,26.3,1010.8,
2024-09-13,11.8,7.2,16,1.8,,330,14.4,37.4,1022.1,
2024-09-14,12.3,7.8,17.2,0,,298,10.8,28.8,1029.1,
2024-09-15,13.2,7,19.8,0,,229,9.2,23.4,1026.4,
2024-09-16,15.3,9.5,20.1,0,,304,13.2,39.6,1024.9,
2024-09-17,16.7,14.7,20.2,0,,22,19.4,36.4,1029.6,
2024-09-18,16,12,21.9,0,,50,15.5,31.3,1030,
2024-09-19,15.7,11.7,20.6,0,,61,15.3,30.2,1027.4,
2024-09-20,17.8,14.1,23.1,0,,77,20.1,40,1024.7,
2024-09-21,16.2,10.7,23.4,0,,89,13.4,28.4,1021.7,
2024-09-22,16.6,9.1,24.8,0,,101,6,18.7,1016,
2024-09-23,15.6,9.7,21.9,0,,154,9.8,25.9,1008.2,
2024-09-24,14.9,10.5,19.4,0.2,,197,17.1,36.7,1002.4,
2024-09-25,13.6,11.6,15.9,2.3,,198,14.7,29.5,1001.6,
2024-09-26,15.4,13.1,18.4,15.9,,180,21.8,57.2,989.9,
2024-09-27,13.3,11.8,14.1,8.6,,221,39.9,80.6,991.8,
2024-09-28,10.3,8.2,13.2,2.4,,280,20.3,73.4,1014.9,
2024-09-29,10.3,5.3,15.2,0,,188,12.3,25.2,1026,
2024-09-30,10.9,7.9,14.7,6.6,,116,26,50.8,1014.3,
2024-10-01,13.1,11.2,15.2,0.9,,131,13.4,45.7,1006.1,
2024-10-02,10.9,7.1,14.1,0,,49,22.2,43.9,1012.6,
2024-10-03,9.3,4.9,14.9,0,,23,16.1,37.1,1020.2,
2024-10-04,8.6,2.1,15.5,0,,25,6.3,22,1022.2,
2024-10-05,8.3,1.8,15.6,0,,94,7.1,23.8,1020.3,
2024-10-06,10.2,5.7,15.8,0,,122,17.6,39.2,1010.5,
2024-10-07,13.5,9.1,18.4,0.4,,171,16.8,45,1001.7,
2024-10-08,15.2,11.9,18.1,0.2,,168,17,35.3,998.5,
2024-10-09,14.2,12.1,16.8,1.1,,164,16.4,38.5,991.4,
2024-10-10,11.8,8.1,13.7,1.7,,306,20.9,60.1,993.9,
2024-10-11,8.4,5.3,12.8,0,,235,14.4,37.1,1013.6,
2024-10-12,7.8,3.1,12.1,0,,160,15.5,33.8,1012.2,
2024-10-13,9.7,7.3,12.9,5.9,,254,27.2,56.5,1008.9,
2024-10-14,8.3,4.7,12.7,0,,233,8.6,21.6,1018.6,
2024-10-15,7,0.5,13,0,,113,13.8,37.4,1022.2,
2024-10-16,11.4,7.5,16.1,0,,118,24.5,47.5,1014.6,
2024-10-17,14.6,11.3,18.8,0,,159,14.9,33.8,1011.2,
2024-10-18,15.7,11.9,21.2,0,,97,8.7,20.2,1014.3,
2024-10-19,13.8,12.4,15.2,12,,205,8.9,29.5,1014,
2024-10-20,14,11.4,16.4,0,,178,22.5,49,1016.9,
2024-10-21,14.3,12.2,16.4,0,,211,19.4,42.8,1020.2,
2024-10-22,11.6,8.5,15,8.1,,236,16.2,38.5,1025.8,
2024-10-23,9.9,6.3,11.8,0,,193,11.3,22.3,1033.7,
2024-10-24,10.4,6.5,14.7,0,,122,12,25.9,1027.5,
2024-10-25,12.3,8.6,16.2,1,,145,10.8,27.4,1018.6,
2024-10-26,12,7,18.3,0,,119,7.9,20.5,1017.9,
2024-10-27,12.7,9.5,15.4,0.8,,237,12,32,1019.1,
2024-10-28,11.3,8.3,13.2,4.6,,207,19.8,37.4,1021.6,
2024-10-29,13.6,12.6,14.9,0,,221,14.6,29.9,1022.9,
2024-10-30,12.8,11.6,14.3,0,,285,10.1,20.2,1027.5,
2024-10-31,12.4,11.7,13.7,0,,225,15.8,29.9,1026.7,
2024-11-01,12.4,11.6,13.7,0,,246,17,33.8,1022.8,
2024-11-02,9.3,2.9,11.9,0,,47,9.2,29.5,1031.7,
2024-11-03,4.8,0,10.8,0,,76,3.3,12.6,1031.7,
2024-11-04,8.2,4.8,10.7,0,,136,9,22.7,1030,
2024-11-05,6.8,5.9,8,0,,118,11.9,21.6,1025.4,
2024-11-06,5.1,3.9,6.1,0,,112,6.5,16.6,1030.5,
2024-11-07,4.9,3.8,5.9,0,,105,11,24.5,1034.7,
2024-11-08,4.4,3.5,5.6,0,,108,18.2,32,1030.8,
2024-11-09,6.1,5.3,6.8,0,,112,12.2,23,1026.5,
2024-11-10,7.5,6,9.2,0,,178,11,21.6,1027.1,
2024-11-11,9.3,8.4,11.1,7.7,,281,23.6,52.9,1025.9,
2024-11-12,7.7,5.2,9.7,0,,36,12.6,40,1033.4,
2024-11-13,8.7,5.2,11.6,0,,285,12,22,1031.1,
2024-11-14,10.1,9.3,11,0,,305,15.2,31,1026.4,
2024-11-15,9.2,8.6,10,0,,245,13.8,27.4,1025.5,
2024-11-16,8.2,7.9,8.6,1.8,,213,21.2,46.1,1015.4,
2024-11-17,6.2,4.2,8,7.3,,253,23.3,64.1,1006.9,
2024-11-18,4.1,2.3,6.2,2.6,,244,16.6,61.2,1006.6,
2024-11-19,2.2,0.9,3.4,6.3,,344,10.4,43.2,995.3,
2024-11-20,1.3,0.2,3.2,2.8,,248,15.9,58.7,996,
2024-11-21,1.1,0.1,2.3,11.2,,254,20.3,51.1,995.1,
2024-11-22,0.7,-2.2,3.4,2.4,,237,21,67.3,997.3,
2024-11-23,2.1,-1.4,4.4,9,,192,25.4,62.3,1011.5,
2024-11-24,11.9,5.5,15.2,0.5,,195,37.5,56.5,1003.4,
2024-11-25,12.5,8.3,15.2,0.7,,204,28.7,57.2,1002.1,
2024-11-26,6.6,3.5,8.7,4.7,,217,19.8,35.3,1013.9,
2024-11-27,5.8,2.6,11,14.8,,173,24.9,78.5,1011.1,
2024-11-28,6.2,3.5,8.3,1.9,,315,24.5,103.7,1020.1,
2024-11-29,3.8,0.9,7.3,0,,181,9.3,24.1,1032,
2024-11-30,2,-0.7,4.7,0,,172,13.6,29.5,1027.9,
2024-12-01,3.6,1.3,5.8,0,,179,15.3,34.6,1020.2,
2024-12-02,8.4,5.9,10.7,1.4,,202,20.1,37.8,1010.9,
2024-12-03,6,2.5,7.4,2.2,,277,17.8,43.6,1015.2,
2024-12-04,2.9,0.4,6.6,0,,247,10.7,19.1,1023.5,
2024-12-05,4.2,0.9,6.4,6.7,,173,26.1,54.7,1013.8,
2024-12-06,8.1,6.9,8.9,8.9,,271,30.5,77.4,1001,
2024-12-07,6.9,5,8.7,2.1,,154,23.4,48.6,997.1,
2024-12-08,5.5,3.4,7.2,0,,56,20.9,46.8,1010.6,
2024-12-09,5.6,4.7,6.2,,,37,32.1,,,
2024-12-10,4.7,4.4,5,,,50,22.1,,,
2024-12-11,3.4,2.7,4.3,,,104,11.4,,,
2024-12-12,4.2,3.3,4.9,,,31,10.5,,,
2024-12-13,2.2,0.5,3.5,,,143,14,,,
2024-12-14,2.7,0.2,5.3,2.2,,231,19.7,37.1,1017.3,
2024-12-15,6.8,3.1,10.7,0.8,,239,26,54,1020.8,
2024-12-16,10.1,8.7,11,0,,251,33,55.4,1024.8,
2024-12-17,8.1,6.8,9.3,0,,224,23,48.2,1024.6,
2024-12-18,9.3,6.7,12.5,0,,209,31.8,67.7,1009.1,
2024-12-19,8.4,5.1,11.9,17.2,,258,31.5,59.8,997.3,
2024-12-20,5.1,3.5,6.6,0.2,,245,23.3,51.1,1013.2,
2024-12-21,7.5,5.2,9.3,2,,221,28.7,59.4,1007,
2024-12-22,4.9,2.1,8.7,0.6,,245,24.8,60.8,995.2,
2024-12-23,5.2,2.9,7.7,2.1,,297,26.3,70.6,1009.4,
2024-12-24,4.2,1.1,5.8,1.4,,214,17.3,33.1,1023.9,
2024-12-25,7.8,5.9,9.1,0,,209,14.7,26.6,1032.3,
2024-12-26,7.2,5.5,8.4,0,,196,9.5,14.4,1036.6,
2024-12-27,3,1.5,5.3,0,,162,7.1,13,1034.6,
2024-12-28,-0.4,-1.2,1,0,,203,9.6,20.2,1030.1,
2024-12-29,2.9,-0.3,6.1,0,,211,19.4,36.4,1026.8,
2024-12-30,7,6.2,7.7,0,,228,29.9,56.2,1024.7,
2024-12-31,5.1,2.8,7.7,0,,211,31.7,59.4,1020.8,
